"start_datetime_utc","end_datetime_utc","start_date_la","end_date_la","dates_la","year","duration_days","cycle_index"
"2050-08-11 07:00:00 UTC","2050-09-03 18:00:00 UTC",2050-08-11,2050-09-03,"Aug 11 - Sep 03",2050,23,160
"2050-12-01 18:00:00 UTC","2050-12-21 11:00:00 UTC",2050-12-01,2050-12-21,"Dec 1–21",2050,20,161
"2051-03-21 06:00:00 UTC","2051-04-13 13:00:00 UTC",2051-03-20,2051-04-13,"Mar 20 - Apr 13",2051,24,162
"2051-07-24 10:00:00 UTC","2051-08-17 09:00:00 UTC",2051-07-24,2051-08-17,"Jul 24 - Aug 17",2051,24,163
"2051-11-15 11:00:00 UTC","2051-12-05 07:00:00 UTC",2051-11-15,2051-12-04,"Nov 15 - Dec 04",2051,19,164
"2052-03-03 02:00:00 UTC","2052-03-25 19:00:00 UTC",2052-03-02,2052-03-25,"Mar 2–25",2052,23,165
"2052-07-05 02:00:00 UTC","2052-07-29 06:00:00 UTC",2052-07-04,2052-07-28,"Jul 4–28",2052,24,166
"2052-10-29 01:00:00 UTC","2052-11-18 05:00:00 UTC",2052-10-28,2052-11-17,"Oct 28 - Nov 17",2052,20,167
"2053-02-14 10:00:00 UTC","2053-03-08 10:00:00 UTC",2053-02-14,2053-03-08,"Feb 14 - Mar 08",2053,22,168
"2053-06-16 07:00:00 UTC","2053-07-10 08:00:00 UTC",2053-06-16,2053-07-10,"Jun 16 - Jul 10",2053,24,169
"2053-10-12 10:00:00 UTC","2053-11-02 03:00:00 UTC",2053-10-12,2053-11-01,"Oct 12 - Nov 01",2053,20,170
"2054-01-29 02:00:00 UTC","2054-02-19 08:00:00 UTC",2054-01-28,2054-02-19,"Jan 28 - Feb 19",2054,22,171
"2054-05-27 23:00:00 UTC","2054-06-20 21:00:00 UTC",2054-05-27,2054-06-20,"May 27 - Jun 20",2054,24,172
"2054-09-25 13:00:00 UTC","2054-10-17 01:00:00 UTC",2054-09-25,2054-10-16,"Sep 25 - Oct 16",2054,21,173
"2055-01-12 22:00:00 UTC","2055-02-02 12:00:00 UTC",2055-01-12,2055-02-02,"Jan 12 - Feb 02",2055,21,174
"2055-05-08 12:00:00 UTC","2055-06-01 07:00:00 UTC",2055-05-08,2055-06-01,"May 08 - Jun 01",2055,24,175
"2055-09-08 11:00:00 UTC","2055-09-30 18:00:00 UTC",2055-09-08,2055-09-30,"Sep 8–30",2055,22,176
"2055-12-27 20:00:00 UTC","2056-01-16 22:00:00 UTC",2055-12-27,2056-01-16,"Dec 27 - Jan 16",2055,20,177
"2056-04-18 11:00:00 UTC","2056-05-12 04:00:00 UTC",2056-04-18,2056-05-11,"Apr 18 - May 11",2056,23,178
"2056-08-21 02:00:00 UTC","2056-09-13 04:00:00 UTC",2056-08-20,2056-09-12,"Aug 20 - Sep 12",2056,23,179
"2056-12-10 18:00:00 UTC","2056-12-30 12:00:00 UTC",2056-12-10,2056-12-30,"Dec 10–30",2056,20,180
"2057-03-31 03:00:00 UTC","2057-04-23 16:00:00 UTC",2057-03-30,2057-04-23,"Mar 30 - Apr 23",2057,24,181
"2057-08-03 10:00:00 UTC","2057-08-27 03:00:00 UTC",2057-08-03,2057-08-26,"Aug 3–26",2057,23,182
"2057-11-24 13:00:00 UTC","2057-12-14 06:00:00 UTC",2057-11-24,2057-12-13,"Nov 24 - Dec 13",2057,19,183
"2058-03-13 14:00:00 UTC","2058-04-05 15:00:00 UTC",2058-03-13,2058-04-05,"Mar 13 - Apr 05",2058,23,184
"2058-07-16 09:00:00 UTC","2058-08-09 11:00:00 UTC",2058-07-16,2058-08-09,"Jul 16 - Aug 09",2058,24,185
"2058-11-08 05:00:00 UTC","2058-11-28 03:00:00 UTC",2058-11-07,2058-11-27,"Nov 7–27",2058,20,186
"2059-02-24 15:00:00 UTC","2059-03-19 01:00:00 UTC",2059-02-24,2059-03-18,"Feb 24 - Mar 18",2059,22,187
"2059-06-27 20:00:00 UTC","2059-07-22 00:00:00 UTC",2059-06-27,2059-07-21,"Jun 27 - Jul 21",2059,24,188
"2059-10-22 16:00:00 UTC","2059-11-12 02:00:00 UTC",2059-10-22,2059-11-11,"Oct 22 - Nov 11",2059,20,189
"2060-02-08 03:00:00 UTC","2060-02-29 19:00:00 UTC",2060-02-07,2060-02-29,"Feb 7–29",2060,22,190
"2060-06-07 19:00:00 UTC","2060-07-01 19:00:00 UTC",2060-06-07,2060-07-01,"Jun 07 - Jul 01",2060,24,191
"2060-10-04 23:00:00 UTC","2060-10-26 00:00:00 UTC",2060-10-04,2060-10-25,"Oct 4–25",2060,21,192
"2061-01-21 21:00:00 UTC","2061-02-11 20:00:00 UTC",2061-01-21,2061-02-11,"Jan 21 - Feb 11",2061,21,193
"2061-05-19 09:00:00 UTC","2061-06-12 05:00:00 UTC",2061-05-19,2061-06-11,"May 19 - Jun 11",2061,23,194
"2061-09-18 00:00:00 UTC","2061-10-09 20:00:00 UTC",2061-09-17,2061-10-09,"Sep 17 - Oct 09",2061,22,195
"2062-01-05 19:00:00 UTC","2062-01-26 03:00:00 UTC",2062-01-05,2062-01-25,"Jan 5–25",2062,20,196
"2062-04-30 00:00:00 UTC","2062-05-23 19:00:00 UTC",2062-04-29,2062-05-23,"Apr 29 - May 23",2062,24,197
"2062-08-31 19:00:00 UTC","2062-09-23 10:00:00 UTC",2062-08-31,2062-09-23,"Aug 31 - Sep 23",2062,23,198
"2062-12-20 16:00:00 UTC","2063-01-09 14:00:00 UTC",2062-12-20,2063-01-09,"Dec 20 - Jan 09",2062,20,199
"2063-04-11 06:00:00 UTC","2063-05-04 22:00:00 UTC",2063-04-10,2063-05-04,"Apr 10 - May 04",2063,24,200
"2063-08-14 07:00:00 UTC","2063-09-06 16:00:00 UTC",2063-08-14,2063-09-06,"Aug 14 - Sep 06",2063,23,201
"2063-12-04 13:00:00 UTC","2063-12-24 06:00:00 UTC",2063-12-04,2063-12-23,"Dec 4–23",2063,19,202
"2064-03-23 07:00:00 UTC","2064-04-15 15:00:00 UTC",2064-03-23,2064-04-15,"Mar 23 - Apr 15",2064,23,203
"2064-07-26 11:00:00 UTC","2064-08-19 10:00:00 UTC",2064-07-26,2064-08-19,"Jul 26 - Aug 19",2064,24,204
"2064-11-17 07:00:00 UTC","2064-12-07 02:00:00 UTC",2064-11-16,2064-12-06,"Nov 16 - Dec 06",2064,20,205
"2065-03-06 00:00:00 UTC","2065-03-28 19:00:00 UTC",2065-03-05,2065-03-28,"Mar 5–28",2065,23,206
"2065-07-08 06:00:00 UTC","2065-08-01 10:00:00 UTC",2065-07-07,2065-08-01,"Jul 07 - Aug 01",2065,25,207
"2065-10-31 21:00:00 UTC","2065-11-21 00:00:00 UTC",2065-10-31,2065-11-20,"Oct 31 - Nov 20",2065,20,208
"2066-02-17 07:00:00 UTC","2066-03-11 09:00:00 UTC",2066-02-16,2066-03-11,"Feb 16 - Mar 11",2066,23,209
"2066-06-19 12:00:00 UTC","2066-07-13 15:00:00 UTC",2066-06-19,2066-07-13,"Jun 19 - Jul 13",2066,24,210
"2066-10-15 07:00:00 UTC","2066-11-04 22:00:00 UTC",2066-10-15,2066-11-04,"Oct 15 - Nov 04",2066,20,211
"2067-01-31 21:00:00 UTC","2067-02-22 06:00:00 UTC",2067-01-31,2067-02-21,"Jan 31 - Feb 21",2067,21,212
"2067-05-31 06:00:00 UTC","2067-06-24 04:00:00 UTC",2067-05-30,2067-06-23,"May 30 - Jun 23",2067,24,213
"2067-09-28 11:00:00 UTC","2067-10-19 20:00:00 UTC",2067-09-28,2067-10-19,"Sep 28 - Oct 19",2067,21,214
"2068-01-15 17:00:00 UTC","2068-02-05 09:00:00 UTC",2068-01-15,2068-02-05,"Jan 15 - Feb 05",2068,21,215
"2068-05-10 19:00:00 UTC","2068-06-03 14:00:00 UTC",2068-05-10,2068-06-03,"May 10 - Jun 03",2068,24,216
"2068-09-10 10:00:00 UTC","2068-10-02 14:00:00 UTC",2068-09-10,2068-10-02,"Sep 10 - Oct 02",2068,22,217
"2068-12-29 15:00:00 UTC","2069-01-18 18:00:00 UTC",2068-12-29,2069-01-18,"Dec 29 - Jan 18",2068,20,218
"2069-04-21 15:00:00 UTC","2069-05-15 09:00:00 UTC",2069-04-21,2069-05-15,"Apr 21 - May 15",2069,24,219
"2069-08-24 02:00:00 UTC","2069-09-16 01:00:00 UTC",2069-08-23,2069-09-15,"Aug 23 - Sep 15",2069,23,220
"2069-12-13 13:00:00 UTC","2070-01-02 08:00:00 UTC",2069-12-13,2070-01-02,"Dec 13 - Jan 02",2069,20,221
"2070-04-03 05:00:00 UTC","2070-04-26 18:00:00 UTC",2070-04-02,2070-04-26,"Apr 2–26",2070,24,222
"2070-08-06 11:00:00 UTC","2070-08-30 02:00:00 UTC",2070-08-06,2070-08-29,"Aug 6–29",2070,23,223
"2070-11-27 08:00:00 UTC","2070-12-17 01:00:00 UTC",2070-11-27,2070-12-16,"Nov 27 - Dec 16",2070,19,224
"2071-03-16 13:00:00 UTC","2071-04-08 16:00:00 UTC",2071-03-16,2071-04-08,"Mar 16 - Apr 08",2071,23,225
"2071-07-19 11:00:00 UTC","2071-08-12 13:00:00 UTC",2071-07-19,2071-08-12,"Jul 19 - Aug 12",2071,24,226
"2071-11-11 01:00:00 UTC","2071-11-30 22:00:00 UTC",2071-11-10,2071-11-30,"Nov 10–30",2071,20,227
"2072-02-27 13:00:00 UTC","2072-03-21 01:00:00 UTC",2072-02-27,2072-03-20,"Feb 27 - Mar 20",2072,22,228
"2072-06-30 00:00:00 UTC","2072-07-24 05:00:00 UTC",2072-06-29,2072-07-23,"Jun 29 - Jul 23",2072,24,229
"2072-10-24 13:00:00 UTC","2072-11-13 20:00:00 UTC",2072-10-24,2072-11-13,"Oct 24 - Nov 13",2072,20,230
"2073-02-09 23:00:00 UTC","2073-03-03 18:00:00 UTC",2073-02-09,2073-03-03,"Feb 09 - Mar 03",2073,22,231
"2073-06-11 01:00:00 UTC","2073-07-05 02:00:00 UTC",2073-06-10,2073-07-04,"Jun 10 - Jul 04",2073,24,232
"2073-10-07 21:00:00 UTC","2073-10-28 19:00:00 UTC",2073-10-07,2073-10-28,"Oct 7–28",2073,21,233
"2074-01-24 17:00:00 UTC","2074-02-14 18:00:00 UTC",2074-01-24,2074-02-14,"Jan 24 - Feb 14",2074,21,234
"2074-05-22 16:00:00 UTC","2074-06-15 12:00:00 UTC",2074-05-22,2074-06-15,"May 22 - Jun 15",2074,24,235
"2074-09-20 23:00:00 UTC","2074-10-12 15:00:00 UTC",2074-09-20,2074-10-12,"Sep 20 - Oct 12",2074,22,236
"2075-01-08 13:00:00 UTC","2075-01-28 23:00:00 UTC",2075-01-08,2075-01-28,"Jan 8–28",2075,20,237
"2075-05-03 06:00:00 UTC","2075-05-27 01:00:00 UTC",2075-05-02,2075-05-26,"May 2–26",2075,24,238
"2075-09-03 18:00:00 UTC","2075-09-26 07:00:00 UTC",2075-09-03,2075-09-26,"Sep 3–26",2075,23,239
"2075-12-23 11:00:00 UTC","2076-01-12 10:00:00 UTC",2075-12-23,2076-01-12,"Dec 23 - Jan 12",2075,20,240
"2076-04-13 09:00:00 UTC","2076-05-07 02:00:00 UTC",2076-04-13,2076-05-06,"Apr 13 - May 06",2076,23,241
"2076-08-16 08:00:00 UTC","2076-09-08 14:00:00 UTC",2076-08-16,2076-09-08,"Aug 16 - Sep 08",2076,23,242
"2076-12-06 08:00:00 UTC","2076-12-26 02:00:00 UTC",2076-12-06,2076-12-25,"Dec 6–25",2076,19,243
"2077-03-26 07:00:00 UTC","2077-04-18 17:00:00 UTC",2077-03-26,2077-04-18,"Mar 26 - Apr 18",2077,23,244
"2077-07-29 13:00:00 UTC","2077-08-22 10:00:00 UTC",2077-07-29,2077-08-22,"Jul 29 - Aug 22",2077,24,245
"2077-11-20 03:00:00 UTC","2077-12-09 21:00:00 UTC",2077-11-19,2077-12-09,"Nov 19 - Dec 09",2077,20,246
"2078-03-08 22:00:00 UTC","2078-03-31 20:00:00 UTC",2078-03-08,2078-03-31,"Mar 8–31",2078,23,247
"2078-07-11 09:00:00 UTC","2078-08-04 13:00:00 UTC",2078-07-11,2078-08-04,"Jul 11 - Aug 04",2078,24,248
"2078-11-03 18:00:00 UTC","2078-11-23 19:00:00 UTC",2078-11-03,2078-11-23,"Nov 3–23",2078,20,249
"2079-02-20 03:00:00 UTC","2079-03-14 08:00:00 UTC",2079-02-19,2079-03-14,"Feb 19 - Mar 14",2079,23,250
"2079-06-22 17:00:00 UTC","2079-07-16 20:00:00 UTC",2079-06-22,2079-07-16,"Jun 22 - Jul 16",2079,24,251
"2079-10-18 04:00:00 UTC","2079-11-07 17:00:00 UTC",2079-10-17,2079-11-07,"Oct 17 - Nov 07",2079,21,252
"2080-02-03 17:00:00 UTC","2080-02-25 04:00:00 UTC",2080-02-03,2080-02-24,"Feb 3–24",2080,21,253
"2080-06-02 13:00:00 UTC","2080-06-26 12:00:00 UTC",2080-06-02,2080-06-26,"Jun 2–26",2080,24,254
"2080-09-30 09:00:00 UTC","2080-10-21 15:00:00 UTC",2080-09-30,2080-10-21,"Sep 30 - Oct 21",2080,21,255
"2081-01-17 12:00:00 UTC","2081-02-07 06:00:00 UTC",2081-01-17,2081-02-06,"Jan 17 - Feb 06",2081,20,256
"2081-05-14 02:00:00 UTC","2081-06-06 21:00:00 UTC",2081-05-13,2081-06-06,"May 13 - Jun 06",2081,24,257
"2081-09-13 09:00:00 UTC","2081-10-05 09:00:00 UTC",2081-09-13,2081-10-05,"Sep 13 - Oct 05",2081,22,258
"2082-01-01 10:00:00 UTC","2082-01-21 14:00:00 UTC",2082-01-01,2082-01-21,"Jan 1–21",2082,20,259
"2082-04-24 20:00:00 UTC","2082-05-18 14:00:00 UTC",2082-04-24,2082-05-18,"Apr 24 - May 18",2082,24,260
"2082-08-27 02:00:00 UTC","2082-09-18 22:00:00 UTC",2082-08-26,2082-09-18,"Aug 26 - Sep 18",2082,23,261
"2082-12-16 08:00:00 UTC","2083-01-05 04:00:00 UTC",2082-12-16,2083-01-04,"Dec 16 - Jan 04",2082,19,262
"2083-04-06 07:00:00 UTC","2083-04-29 22:00:00 UTC",2083-04-06,2083-04-29,"Apr 6–29",2083,23,263
"2083-08-09 12:00:00 UTC","2083-09-02 01:00:00 UTC",2083-08-09,2083-09-01,"Aug 09 - Sep 01",2083,23,264
"2083-11-30 04:00:00 UTC","2083-12-19 21:00:00 UTC",2083-11-29,2083-12-19,"Nov 29 - Dec 19",2083,20,265
"2084-03-18 12:00:00 UTC","2084-04-10 18:00:00 UTC",2084-03-18,2084-04-10,"Mar 18 - Apr 10",2084,23,266
"2084-07-21 13:00:00 UTC","2084-08-14 14:00:00 UTC",2084-07-21,2084-08-14,"Jul 21 - Aug 14",2084,24,267
"2084-11-12 21:00:00 UTC","2084-12-02 17:00:00 UTC",2084-11-12,2084-12-02,"Nov 12 - Dec 02",2084,20,268
"2085-03-01 10:00:00 UTC","2085-03-24 00:00:00 UTC",2085-03-01,2085-03-23,"Mar 1–23",2085,22,269
"2085-07-03 05:00:00 UTC","2085-07-27 09:00:00 UTC",2085-07-02,2085-07-27,"Jul 2–27",2085,25,270
"2085-10-27 10:00:00 UTC","2085-11-16 15:00:00 UTC",2085-10-27,2085-11-16,"Oct 27 - Nov 16",2085,20,271
"2086-02-12 19:00:00 UTC","2086-03-06 16:00:00 UTC",2086-02-12,2086-03-06,"Feb 12 - Mar 06",2086,22,272
"2086-06-14 07:00:00 UTC","2086-07-08 09:00:00 UTC",2086-06-14,2086-07-08,"Jun 14 - Jul 08",2086,24,273
"2086-10-10 18:00:00 UTC","2086-10-31 14:00:00 UTC",2086-10-10,2086-10-31,"Oct 10–31",2086,21,274
"2087-01-27 12:00:00 UTC","2087-02-17 15:00:00 UTC",2087-01-27,2087-02-17,"Jan 27 - Feb 17",2087,21,275
"2087-05-25 23:00:00 UTC","2087-06-18 20:00:00 UTC",2087-05-25,2087-06-18,"May 25 - Jun 18",2087,24,276
"2087-09-23 21:00:00 UTC","2087-10-15 10:00:00 UTC",2087-09-23,2087-10-15,"Sep 23 - Oct 15",2087,22,277
"2088-01-11 08:00:00 UTC","2088-01-31 20:00:00 UTC",2088-01-11,2088-01-31,"Jan 11–31",2088,20,278
"2088-05-05 12:00:00 UTC","2088-05-29 08:00:00 UTC",2088-05-05,2088-05-29,"May 5–29",2088,24,279
"2088-09-05 17:00:00 UTC","2088-09-28 03:00:00 UTC",2088-09-05,2088-09-27,"Sep 5–27",2088,22,280
"2088-12-25 06:00:00 UTC","2089-01-14 06:00:00 UTC",2088-12-24,2089-01-13,"Dec 24 - Jan 13",2088,20,281
"2089-04-16 13:00:00 UTC","2089-05-10 06:00:00 UTC",2089-04-16,2089-05-09,"Apr 16 - May 09",2089,23,282
"2089-08-19 08:00:00 UTC","2089-09-11 12:00:00 UTC",2089-08-19,2089-09-11,"Aug 19 - Sep 11",2089,23,283
"2089-12-09 03:00:00 UTC","2089-12-28 21:00:00 UTC",2089-12-08,2089-12-28,"Dec 8–28",2089,20,284
"2090-03-29 08:00:00 UTC","2090-04-21 19:00:00 UTC",2090-03-29,2090-04-21,"Mar 29 - Apr 21",2090,23,285
"2090-08-01 15:00:00 UTC","2090-08-25 09:00:00 UTC",2090-08-01,2090-08-25,"Aug 1–25",2090,24,286
"2090-11-22 22:00:00 UTC","2090-12-12 16:00:00 UTC",2090-11-22,2090-12-12,"Nov 22 - Dec 12",2090,20,287
"2091-03-11 21:00:00 UTC","2091-04-03 20:00:00 UTC",2091-03-11,2091-04-03,"Mar 11 - Apr 03",2091,23,288
"2091-07-14 12:00:00 UTC","2091-08-07 15:00:00 UTC",2091-07-14,2091-08-07,"Jul 14 - Aug 07",2091,24,289
"2091-11-06 14:00:00 UTC","2091-11-26 13:00:00 UTC",2091-11-06,2091-11-26,"Nov 6–26",2091,20,290
"2092-02-23 00:00:00 UTC","2092-03-16 07:00:00 UTC",2092-02-22,2092-03-16,"Feb 22 - Mar 16",2092,23,291
"2092-06-24 22:00:00 UTC","2092-07-19 02:00:00 UTC",2092-06-24,2092-07-18,"Jun 24 - Jul 18",2092,24,292
"2092-10-20 01:00:00 UTC","2092-11-09 12:00:00 UTC",2092-10-19,2092-11-09,"Oct 19 - Nov 09",2092,21,293
"2093-02-05 13:00:00 UTC","2093-02-27 02:00:00 UTC",2093-02-05,2093-02-26,"Feb 5–26",2093,21,294
"2093-06-05 19:00:00 UTC","2093-06-29 19:00:00 UTC",2093-06-05,2093-06-29,"Jun 5–29",2093,24,295
"2093-10-03 07:00:00 UTC","2093-10-24 10:00:00 UTC",2093-10-03,2093-10-24,"Oct 3–24",2093,21,296
"2094-01-20 07:00:00 UTC","2094-02-10 04:00:00 UTC",2094-01-19,2094-02-09,"Jan 19 - Feb 09",2094,21,297
"2094-05-17 09:00:00 UTC","2094-06-10 04:00:00 UTC",2094-05-17,2094-06-09,"May 17 - Jun 09",2094,23,298
"2094-09-16 07:00:00 UTC","2094-10-08 05:00:00 UTC",2094-09-16,2094-10-07,"Sep 16 - Oct 07",2094,21,299
"2095-01-04 05:00:00 UTC","2095-01-24 11:00:00 UTC",2095-01-03,2095-01-24,"Jan 3–24",2095,21,300
"2095-04-28 01:00:00 UTC","2095-05-21 20:00:00 UTC",2095-04-27,2095-05-21,"Apr 27 - May 21",2095,24,301
"2095-08-30 01:00:00 UTC","2095-09-21 19:00:00 UTC",2095-08-29,2095-09-21,"Aug 29 - Sep 21",2095,23,302
"2095-12-19 02:00:00 UTC","2096-01-07 23:00:00 UTC",2095-12-18,2096-01-07,"Dec 18 - Jan 07",2095,20,303
"2096-04-08 09:00:00 UTC","2096-05-02 01:00:00 UTC",2096-04-08,2096-05-01,"Apr 08 - May 01",2096,23,304
"2096-08-11 13:00:00 UTC","2096-09-04 00:00:00 UTC",2096-08-11,2096-09-03,"Aug 11 - Sep 03",2096,23,305
"2096-12-01 23:00:00 UTC","2096-12-21 16:00:00 UTC",2096-12-01,2096-12-21,"Dec 1–21",2096,20,306
"2097-03-21 12:00:00 UTC","2097-04-13 19:00:00 UTC",2097-03-21,2097-04-13,"Mar 21 - Apr 13",2097,23,307
"2097-07-24 16:00:00 UTC","2097-08-17 15:00:00 UTC",2097-07-24,2097-08-17,"Jul 24 - Aug 17",2097,24,308
"2097-11-15 16:00:00 UTC","2097-12-05 12:00:00 UTC",2097-11-15,2097-12-05,"Nov 15 - Dec 05",2097,20,309
"2098-03-04 08:00:00 UTC","2098-03-27 01:00:00 UTC",2098-03-04,2098-03-26,"Mar 4–26",2098,22,310
"2098-07-06 09:00:00 UTC","2098-07-30 13:00:00 UTC",2098-07-06,2098-07-30,"Jul 6–30",2098,24,311
"2098-10-30 06:00:00 UTC","2098-11-19 10:00:00 UTC",2098-10-29,2098-11-19,"Oct 29 - Nov 19",2098,21,312
"2099-02-15 15:00:00 UTC","2099-03-09 15:00:00 UTC",2099-02-15,2099-03-09,"Feb 15 - Mar 09",2099,22,313
"2099-06-17 13:00:00 UTC","2099-07-11 15:00:00 UTC",2099-06-17,2099-07-11,"Jun 17 - Jul 11",2099,24,314
"2099-10-13 15:00:00 UTC","2099-11-03 08:00:00 UTC",2099-10-13,2099-11-03,"Oct 13 - Nov 03",2099,21,315
"2100-01-30 07:00:00 UTC","2100-02-20 13:00:00 UTC",2100-01-29,2100-02-20,"Jan 29 - Feb 20",2100,22,316
"2100-05-29 06:00:00 UTC","2100-06-22 04:00:00 UTC",2100-05-28,2100-06-21,"May 28 - Jun 21",2100,24,317
"2100-09-26 19:00:00 UTC","2100-10-18 06:00:00 UTC",2100-09-26,2100-10-17,"Sep 26 - Oct 17",2100,21,318
